Id,MemberId,LoanAmount,TransactionDate,MaturityDate,LoanStatus,InitialInterestAmount,ProductId,RepaymentAmount,RepaymentDate,RepaymentType
3813,409,1000.0,2025-04-08 09:29:48.502025+00:00,2025-04-28 00:00:00+00:00,fully_settled,185.0,4,800.0,2025-05-05 19:17:00.080620+00:00,self_loan_repayment
1049,46,5000.0,2025-03-05 13:45:34.497667+00:00,2025-03-14 00:00:00+00:00,fully_settled,925.0,4,1.0,2025-05-05 14:29:03.636340+00:00,allocation_repayment
2968,654,100.0,2025-04-02 12:40:08.227623+00:00,2025-04-28 00:00:00+00:00,fully_settled,18.5,4,118.5,2025-05-05 18:23:35.574157+00:00,self_loan_repayment
3855,830,1000.0,2025-04-08 16:17:34.536496+00:00,2025-04-28 00:00:00+00:00,fully_settled,185.0,4,1185.0,2025-05-05 14:40:18.689954+00:00,self_loan_repayment
3801,594,1000.0,2025-04-07 16:45:11.666695+00:00,2025-04-28 00:00:00+00:00,fully_settled,185.0,4,1185.0,2025-05-05 16:52:46.807512+00:00,self_loan_repayment
3777,726,300.0,2025-04-07 06:35:05.099994+00:00,2025-04-28 00:00:00+00:00,fully_settled,55.5,4,355.5,2025-05-05 18:59:15.797864+00:00,self_loan_repayment
3917,726,200.0,2025-04-10 08:22:20.241964+00:00,2025-04-28 00:00:00+00:00,fully_settled,37.0,4,237.0,2025-05-05 18:54:35.889812+00:00,self_loan_repayment
3816,726,200.0,2025-04-08 10:03:24.198317+00:00,2025-04-28 00:00:00+00:00,fully_settled,37.0,4,237.0,2025-05-05 18:57:00.433518+00:00,self_loan_repayment
2220,726,300.0,2025-03-23 14:21:57.019900+00:00,2025-03-28 00:00:00+00:00,fully_settled,55.5,4,0.5,2025-05-05 19:00:40.972818+00:00,self_loan_repayment
3710,462,895.0,2025-04-05 07:48:37.488059+00:00,2025-04-28 00:00:00+00:00,overdue,165.575,4,150.0,2025-05-06 06:19:50.109473+00:00,self_loan_repayment
3999,601,1000.0,2025-04-11 13:57:20.529172+00:00,2025-04-28 00:00:00+00:00,fully_settled,185.0,4,185.0,2025-05-06 06:13:14.393333+00:00,self_loan_repayment
4019,843,1000.0,2025-04-12 06:35:59.554454+00:00,2025-04-28 00:00:00+00:00,overdue,185.0,4,185.0,2025-05-05 19:39:45.719505+00:00,self_loan_repayment
1247,369,1000.0,2025-03-14 09:22:30.389228+00:00,2025-03-28 00:00:00+00:00,fully_settled,185.0,4,1185.0,2025-05-06 07:57:43.350152+00:00,self_loan_repayment
4892,4,30.0,2025-05-05 19:26:02.650985+00:00,2025-05-28 00:00:00+00:00,fully_settled,3.75,1,1.0,2025-05-06 10:56:07.148738+00:00,self_loan_repayment
2035,532,1000.0,2025-03-21 12:31:59.311264+00:00,2025-03-28 00:00:00+00:00,overdue,185.0,4,185.0,2025-05-07 08:33:08.715373+00:00,self_loan_repayment
3599,317,1000.0,2025-04-04 09:48:12.788170+00:00,2025-04-28 00:00:00+00:00,overdue,185.0,4,185.0,2025-05-06 12:56:08.367099+00:00,self_loan_repayment
1419,438,1000.0,2025-03-15 08:05:08.144807+00:00,2025-03-28 00:00:00+00:00,fully_settled,185.0,4,1185.0,2025-05-06 13:53:29.523854+00:00,self_loan_repayment
4199,860,250.0,2025-04-20 05:51:05.631699+00:00,2025-04-28 00:00:00+00:00,overdue,46.25,4,118.0,2025-05-09 11:16:39.251716+00:00,self_loan_repayment
3670,414,800.0,2025-04-04 18:23:14.835261+00:00,2025-04-28 00:00:00+00:00,fully_settled,148.0,4,948.0,2025-05-07 09:15:47.923403+00:00,self_loan_repayment
4094,855,400.0,2025-04-15 07:40:57.893521+00:00,2025-04-28 00:00:00+00:00,overdue,74.0,4,74.0,2025-05-06 15:27:21.152774+00:00,self_loan_repayment
4093,855,600.0,2025-04-15 07:38:19.823005+00:00,2025-04-28 00:00:00+00:00,overdue,111.0,4,111.0,2025-05-06 15:30:17.124681+00:00,self_loan_repayment
3728,224,2000.0,2025-04-05 11:32:09.295714+00:00,2025-04-28 00:00:00+00:00,fully_settled,370.0,4,2370.0,2025-05-06 16:06:22.644291+00:00,self_loan_repayment
4349,475,200.0,2025-04-29 15:40:42.485909+00:00,2025-05-28 00:00:00+00:00,fully_settled,37.0,4,102.0,2025-05-07 16:25:45.697694+00:00,self_loan_repayment
4048,844,950.0,2025-04-13 11:27:09.646621+00:00,2025-04-28 00:00:00+00:00,fully_settled,175.75,4,175.0,2025-05-06 16:52:09.115458+00:00,self_loan_repayment
4172,204,2000.0,2025-04-17 16:04:49.183430+00:00,2025-04-28 00:00:00+00:00,fully_settled,370.0,4,370.0,2025-05-06 17:21:29.317492+00:00,self_loan_repayment
3813,409,1000.0,2025-04-08 09:29:48.502025+00:00,2025-04-28 00:00:00+00:00,fully_settled,185.0,4,250.0,2025-05-06 18:53:20.572974+00:00,self_loan_repayment
2913,740,1000.0,2025-04-01 20:05:50.245306+00:00,2025-04-28 00:00:00+00:00,overdue,185.0,4,185.0,2025-05-07 18:38:47.462820+00:00,self_loan_repayment
4349,475,200.0,2025-04-29 15:40:42.485909+00:00,2025-05-28 00:00:00+00:00,fully_settled,37.0,4,115.0,2025-05-07 05:50:01.958744+00:00,self_loan_repayment
1996,673,1000.0,2025-03-21 09:45:03.563480+00:00,2025-03-28 00:00:00+00:00,overdue,185.0,4,200.0,2025-05-12 14:29:41.055170+00:00,self_loan_repayment
4042,796,1000.0,2025-04-12 18:59:43.992762+00:00,2025-04-28 00:00:00+00:00,fully_settled,185.0,4,1185.0,2025-05-07 06:32:22.482250+00:00,self_loan_repayment
2686,800,1000.0,2025-03-28 11:53:11.420875+00:00,2025-04-28 00:00:00+00:00,fully_settled,185.0,4,1185.0,2025-05-08 07:06:14.716327+00:00,self_loan_repayment
3813,409,1000.0,2025-04-08 09:29:48.502025+00:00,2025-04-28 00:00:00+00:00,fully_settled,185.0,4,135.0,2025-05-09 12:49:43.787584+00:00,self_loan_repayment
3782,714,1000.0,2025-04-07 07:22:51.618161+00:00,2025-04-28 00:00:00+00:00,fully_settled,185.0,4,500.0,2025-05-08 17:39:23.068420+00:00,self_loan_repayment
4204,416,1000.0,2025-04-20 14:45:46.916473+00:00,2025-04-28 00:00:00+00:00,fully_settled,185.0,4,1185.0,2025-05-10 05:01:50.668137+00:00,self_loan_repayment
3782,714,1000.0,2025-04-07 07:22:51.618161+00:00,2025-04-28 00:00:00+00:00,fully_settled,185.0,4,685.0,2025-05-08 18:01:11.414784+00:00,self_loan_repayment
3297,477,1000.0,2025-04-03 07:49:13.689493+00:00,2025-04-28 00:00:00+00:00,fully_settled,185.0,4,185.0,2025-05-09 16:37:02.025122+00:00,self_loan_repayment
2001,655,2000.0,2025-03-21 10:05:41.812228+00:00,2025-03-28 00:00:00+00:00,overdue,370.0,4,1000.0,2025-05-09 17:06:18.105513+00:00,self_loan_repayment
4174,46,7000.0,2025-04-17 17:37:00.588731+00:00,2025-05-14 00:00:00+00:00,fully_settled,1295.0,4,8295.0,2025-05-16 07:36:41.742893+00:00,allocation_repayment
3420,614,1000.0,2025-04-03 13:58:15.638959+00:00,2025-04-28 00:00:00+00:00,overdue,185.0,4,185.0,2025-05-10 08:13:17.899494+00:00,self_loan_repayment
618,218,2000.0,2025-02-17 16:36:52.841807+00:00,2025-02-28 00:00:00+00:00,fully_settled,370.0,4,70.0,2025-05-13 10:24:15.164833+00:00,self_loan_repayment
4954,901,4000.0,2025-05-06 14:04:37.452400+00:00,2025-05-14 00:00:00+00:00,fully_settled,740.0,4,4740.0,2025-05-19 09:51:38.097472+00:00,allocation_repayment
4349,475,200.0,2025-04-29 15:40:42.485909+00:00,2025-05-28 00:00:00+00:00,fully_settled,37.0,4,20.0,2025-05-17 13:35:10.201882+00:00,self_loan_repayment
4951,901,10000.0,2025-05-06 13:35:51.254709+00:00,2025-05-14 00:00:00+00:00,fully_settled,1850.0,4,8295.0,2025-05-19 09:52:43.639229+00:00,allocation_repayment
4951,901,10000.0,2025-05-06 13:35:51.254709+00:00,2025-05-14 00:00:00+00:00,fully_settled,1850.0,4,3555.0,2025-05-19 09:54:08.034236+00:00,allocation_repayment
5010,886,3500.0,2025-05-08 12:47:40.872529+00:00,2025-05-28 00:00:00+00:00,fully_settled,437.5,10,3937.5,2025-05-21 03:13:28.839819+00:00,self_loan_repayment
5232,886,3000.0,2025-05-19 08:02:33.578462+00:00,2025-05-28 00:00:00+00:00,fully_settled,375.0,10,3375.0,2025-05-21 03:15:18.484283+00:00,self_loan_repayment
4945,46,5000.0,2025-05-06 11:51:38.711972+00:00,2025-05-14 00:00:00+00:00,fully_settled,925.0,4,5925.0,2025-05-25 16:03:57.398710+00:00,allocation_repayment
4939,881,20000.0,2025-05-06 10:25:10.969207+00:00,2025-05-28 00:00:00+00:00,fully_settled,2500.0,10,9000.0,2025-05-23 14:13:57.330845+00:00,self_loan_repayment
5227,892,300.0,2025-05-17 16:54:01.937534+00:00,2025-05-28 00:00:00+00:00,fully_settled,37.5,10,337.5,2025-05-21 13:04:11.380835+00:00,self_loan_repayment
4223,71,1000.0,2025-04-22 12:11:18.899371+00:00,2025-05-14 00:00:00+00:00,fully_settled,185.0,4,1185.0,2025-05-27 13:30:52.841843+00:00,allocation_repayment
5056,892,630.0,2025-05-10 11:16:47.377062+00:00,2025-05-28 00:00:00+00:00,fully_settled,78.75,10,708.75,2025-05-21 13:06:06.175854+00:00,self_loan_repayment
5187,881,1000.0,2025-05-12 11:51:16.022258+00:00,2025-05-28 00:00:00+00:00,fully_settled,125.0,10,1125.0,2025-05-23 14:16:21.212964+00:00,self_loan_repayment
5017,892,500.0,2025-05-08 14:55:27.856612+00:00,2025-05-28 00:00:00+00:00,fully_settled,62.5,10,562.5,2025-05-21 13:07:27.661481+00:00,self_loan_repayment
4125,71,200.0,2025-04-16 07:11:22.051694+00:00,2025-05-14 00:00:00+00:00,fully_settled,37.0,4,237.0,2025-05-27 13:31:17.332446+00:00,allocation_repayment
4939,881,20000.0,2025-05-06 10:25:10.969207+00:00,2025-05-28 00:00:00+00:00,fully_settled,2500.0,10,12500.0,2025-05-22 10:22:55.703782+00:00,self_loan_repayment
4939,881,20000.0,2025-05-06 10:25:10.969207+00:00,2025-05-28 00:00:00+00:00,fully_settled,2500.0,10,1000.0,2025-05-23 14:20:12.507383+00:00,self_loan_repayment
2737,201,200.0,2025-03-29 16:32:44.754629+00:00,2025-04-28 00:00:00+00:00,fully_settled,37.0,4,57.0,2025-05-22 16:15:08.493762+00:00,self_loan_repayment
4253,71,200.0,2025-04-23 14:16:20.689948+00:00,2025-05-14 00:00:00+00:00,fully_settled,37.0,4,237.0,2025-05-27 13:31:45.506678+00:00,allocation_repayment
618,218,2000.0,2025-02-17 16:36:52.841807+00:00,2025-02-28 00:00:00+00:00,fully_settled,370.0,4,25.0,2025-05-22 21:59:07.684206+00:00,self_loan_repayment
5174,881,1000.0,2025-05-12 03:47:31.885600+00:00,2025-05-28 00:00:00+00:00,fully_settled,125.0,10,1125.0,2025-05-23 14:22:26.182724+00:00,self_loan_repayment
4390,71,300.0,2025-05-01 10:33:14.054288+00:00,2025-05-14 00:00:00+00:00,overdue,55.5,4,335.5,2025-05-27 13:32:09.016194+00:00,allocation_repayment
618,218,2000.0,2025-02-17 16:36:52.841807+00:00,2025-02-28 00:00:00+00:00,fully_settled,370.0,4,25.0,2025-05-24 06:10:19.306180+00:00,self_loan_repayment
5013,808,3500.0,2025-05-08 14:08:55.822380+00:00,2025-05-14 00:00:00+00:00,fully_settled,647.5,4,4147.5,2025-05-27 15:39:49.994629+00:00,allocation_repayment
4791,808,3500.0,2025-05-05 05:27:53.239675+00:00,2025-05-14 00:00:00+00:00,fully_settled,647.5,4,4147.5,2025-05-27 15:40:38.060395+00:00,allocation_repayment
3803,331,200.0,2025-04-07 17:51:16.910697+00:00,2025-04-28 00:00:00+00:00,fully_settled,37.0,4,200.0,2025-05-24 16:52:54.119033+00:00,self_loan_repayment
3803,331,200.0,2025-04-07 17:51:16.910697+00:00,2025-04-28 00:00:00+00:00,fully_settled,37.0,4,37.0,2025-05-24 17:08:35.747245+00:00,self_loan_repayment
2670,786,1000.0,2025-03-28 08:45:36.456076+00:00,2025-04-28 00:00:00+00:00,overdue,185.0,4,240.0,2025-05-28 12:52:42.203312+00:00,self_loan_repayment
4389,51,4000.0,2025-05-01 10:25:11.716981+00:00,2025-05-14 00:00:00+00:00,fully_settled,740.0,4,4740.0,2025-05-28 22:37:58.908170+00:00,allocation_repayment
4273,185,1500.0,2025-04-25 17:58:48.162631+00:00,2025-04-28 00:00:00+00:00,fully_settled,277.5,4,1777.5,2025-05-27 16:02:46.554108+00:00,self_loan_repayment
5238,901,10000.0,2025-05-19 11:47:52.439023+00:00,2025-06-14 00:00:00+00:00,fully_settled,1850.0,4,8295.0,2025-05-29 23:12:39.715694+00:00,allocation_repayment
5023,224,2000.0,2025-05-09 03:52:30.831441+00:00,2025-05-28 00:00:00+00:00,fully_settled,370.0,4,2370.0,2025-05-27 20:33:08.110072+00:00,self_loan_repayment
5238,901,10000.0,2025-05-19 11:47:52.439023+00:00,2025-06-14 00:00:00+00:00,fully_settled,1850.0,4,3555.0,2025-05-29 23:13:52.173275+00:00,allocation_repayment
4732,354,5000.0,2025-05-04 10:32:10.417892+00:00,2025-05-28 00:00:00+00:00,fully_settled,925.0,4,5925.0,2025-05-28 12:13:23.487638+00:00,self_loan_repayment
5239,901,100.0,2025-05-19 11:55:27.245730+00:00,2025-06-14 00:00:00+00:00,fully_settled,18.5,4,118.5,2025-05-29 23:14:17.089987+00:00,allocation_repayment
4021,23,150.0,2025-04-12 09:49:22.077404+00:00,2025-04-28 00:00:00+00:00,fully_settled,18.75,1,168.75,2025-05-31 13:33:15.482868+00:00,self_loan_repayment
859,23,200.0,2025-02-25 12:13:23.630781+00:00,2025-02-28 00:00:00+00:00,fully_settled,25.0,1,225.0,2025-05-31 13:34:30.598290+00:00,self_loan_repayment
5000,23,650.0,2025-05-07 19:46:34.465291+00:00,2025-05-28 00:00:00+00:00,fully_settled,81.25,1,731.25,2025-05-31 13:35:52.221355+00:00,self_loan_repayment
4082,23,300.0,2025-04-14 16:14:37.360282+00:00,2025-04-28 00:00:00+00:00,fully_settled,37.5,1,337.5,2025-05-31 13:37:43.053619+00:00,self_loan_repayment
4716,470,900.0,2025-05-04 09:36:32.463581+00:00,2025-05-28 00:00:00+00:00,fully_settled,166.5,4,1066.5,2025-06-01 04:54:45.073204+00:00,self_loan_repayment
4956,470,100.0,2025-05-06 15:16:44.621261+00:00,2025-05-28 00:00:00+00:00,fully_settled,18.5,4,118.5,2025-06-01 07:08:27.022166+00:00,self_loan_repayment
4433,47,2000.0,2025-05-02 20:35:26.075100+00:00,2025-05-14 00:00:00+00:00,fully_settled,370.0,4,1185.0,2025-06-01 11:46:04.940241+00:00,allocation_repayment
4433,47,2000.0,2025-05-02 20:35:26.075100+00:00,2025-05-14 00:00:00+00:00,fully_settled,370.0,4,1185.0,2025-06-01 11:49:38.729042+00:00,allocation_repayment
4504,47,2000.0,2025-05-03 09:41:03.506639+00:00,2025-05-14 00:00:00+00:00,fully_settled,370.0,4,2370.0,2025-06-01 11:50:34.925977+00:00,allocation_repayment
4506,47,900.0,2025-05-03 09:42:38.982708+00:00,2025-05-14 00:00:00+00:00,fully_settled,166.5,4,1066.5,2025-06-01 12:24:28.765081+00:00,allocation_repayment
4439,47,1500.0,2025-05-02 21:12:02.324912+00:00,2025-05-14 00:00:00+00:00,fully_settled,277.5,4,955.0,2025-06-01 12:27:51.322117+00:00,allocation_repayment
4439,47,1500.0,2025-05-02 21:12:02.324912+00:00,2025-05-14 00:00:00+00:00,fully_settled,277.5,4,822.5,2025-06-01 12:28:21.412645+00:00,allocation_repayment
4727,47,2000.0,2025-05-04 10:21:21.538973+00:00,2025-05-14 00:00:00+00:00,fully_settled,370.0,4,2370.0,2025-06-01 12:30:34.688125+00:00,allocation_repayment
4728,47,100.0,2025-05-04 10:22:55.820524+00:00,2025-05-14 00:00:00+00:00,fully_settled,18.5,4,43.0,2025-06-01 12:31:04.326437+00:00,allocation_repayment
4728,47,100.0,2025-05-04 10:22:55.820524+00:00,2025-05-14 00:00:00+00:00,fully_settled,18.5,4,75.0,2025-06-01 12:31:38.318321+00:00,allocation_repayment
4728,47,100.0,2025-05-04 10:22:55.820524+00:00,2025-05-14 00:00:00+00:00,fully_settled,18.5,4,0.5,2025-06-01 12:32:09.125829+00:00,allocation_repayment
4928,56,4000.0,2025-05-06 07:24:31.347332+00:00,2025-05-14 00:00:00+00:00,fully_settled,740.0,4,4740.0,2025-06-01 12:33:40.396849+00:00,allocation_repayment
4707,88,3000.0,2025-05-04 08:43:07.063218+00:00,2025-05-14 00:00:00+00:00,fully_settled,555.0,4,3555.0,2025-06-01 12:35:29.929186+00:00,allocation_repayment
4742,54,12000.0,2025-05-04 11:51:15.459099+00:00,2025-05-14 00:00:00+00:00,fully_settled,2220.0,4,14220.0,2025-06-01 12:35:59.576295+00:00,allocation_repayment
4380,72,6000.0,2025-04-30 18:20:37.252230+00:00,2025-05-14 00:00:00+00:00,fully_settled,1110.0,4,3555.0,2025-06-01 12:54:36.287782+00:00,allocation_repayment
4380,72,6000.0,2025-04-30 18:20:37.252230+00:00,2025-05-14 00:00:00+00:00,fully_settled,1110.0,4,3555.0,2025-06-01 12:54:56.862909+00:00,allocation_repayment
5015,72,1500.0,2025-05-08 14:52:49.649602+00:00,2025-05-14 00:00:00+00:00,fully_settled,277.5,4,920.0,2025-06-01 12:57:31.086383+00:00,allocation_repayment
5015,72,1500.0,2025-05-08 14:52:49.649602+00:00,2025-05-14 00:00:00+00:00,fully_settled,277.5,4,857.5,2025-06-01 12:58:22.731249+00:00,allocation_repayment
4526,56,4000.0,2025-05-03 11:42:11.053479+00:00,2025-05-14 00:00:00+00:00,fully_settled,740.0,4,4740.0,2025-06-01 13:25:29.935562+00:00,allocation_repayment
4707,88,3000.0,2025-05-04 08:43:07.063218+00:00,2025-05-14 00:00:00+00:00,fully_settled,555.0,4,2962.5,2025-06-01 12:35:03.474371+00:00,allocation_repayment
5015,72,1500.0,2025-05-08 14:52:49.649602+00:00,2025-05-14 00:00:00+00:00,fully_settled,277.5,4,1177.5,2025-06-01 12:57:02.333970+00:00,allocation_repayment
5015,72,1500.0,2025-05-08 14:52:49.649602+00:00,2025-05-14 00:00:00+00:00,fully_settled,277.5,4,1183.0,2025-06-01 12:56:27.470185+00:00,allocation_repayment
4380,72,6000.0,2025-04-30 18:20:37.252230+00:00,2025-05-14 00:00:00+00:00,fully_settled,1110.0,4,7110.0,2025-06-01 12:48:51.023459+00:00,allocation_repayment
4380,72,6000.0,2025-04-30 18:20:37.252230+00:00,2025-05-14 00:00:00+00:00,fully_settled,1110.0,4,7110.0,2025-06-01 12:49:50.963447+00:00,allocation_repayment
5015,72,1500.0,2025-05-08 14:52:49.649602+00:00,2025-05-14 00:00:00+00:00,fully_settled,277.5,4,592.5,2025-06-01 12:56:03.444239+00:00,allocation_repayment
4380,72,6000.0,2025-04-30 18:20:37.252230+00:00,2025-05-14 00:00:00+00:00,fully_settled,1110.0,4,5925.0,2025-06-01 12:49:26.124259+00:00,allocation_repayment
4727,47,2000.0,2025-05-04 10:21:21.538973+00:00,2025-05-14 00:00:00+00:00,fully_settled,370.0,4,2300.0,2025-06-01 12:23:32.390355+00:00,allocation_repayment
4707,88,3000.0,2025-05-04 08:43:07.063218+00:00,2025-05-14 00:00:00+00:00,fully_settled,555.0,4,622.6,2025-06-01 12:34:19.542351+00:00,allocation_repayment
685,258,1000.0,2025-02-20 05:38:51.443117+00:00,2025-02-28 00:00:00+00:00,overdue,185.0,4,200.0,2025-06-02 10:20:47.775537+00:00,self_loan_repayment
5199,129,500.0,2025-05-13 11:10:28.643883+00:00,2025-05-28 00:00:00+00:00,fully_settled,92.5,4,400.0,2025-06-02 10:39:12.547598+00:00,self_loan_repayment
5204,286,2500.0,2025-05-14 06:54:44.057808+00:00,2025-06-14 00:00:00+00:00,fully_settled,462.5,4,2962.5,2025-06-02 19:05:11.085306+00:00,allocation_repayment
5188,904,5000.0,2025-05-12 13:56:03.458418+00:00,2025-05-14 00:00:00+00:00,fully_settled,925.0,4,5925.0,2025-06-02 19:05:36.895115+00:00,allocation_repayment
5186,49,500.0,2025-05-12 11:39:43.755953+00:00,2025-05-14 00:00:00+00:00,fully_settled,92.5,4,592.5,2025-06-02 19:06:04.774583+00:00,allocation_repayment
5180,62,6000.0,2025-05-12 08:24:44.604545+00:00,2025-05-14 00:00:00+00:00,fully_settled,1110.0,4,7110.0,2025-06-02 19:06:33.861098+00:00,allocation_repayment
5076,49,200.0,2025-05-10 15:35:54.831511+00:00,2025-05-14 00:00:00+00:00,fully_settled,37.0,4,237.0,2025-06-02 19:07:25.272211+00:00,allocation_repayment
5060,49,300.0,2025-05-10 11:24:33.891952+00:00,2025-05-14 00:00:00+00:00,fully_settled,55.5,4,355.0,2025-06-02 19:07:55.654031+00:00,allocation_repayment
5060,49,300.0,2025-05-10 11:24:33.891952+00:00,2025-05-14 00:00:00+00:00,fully_settled,55.5,4,0.5,2025-06-02 19:12:31.300134+00:00,allocation_repayment
5032,62,3000.0,2025-05-09 16:34:28.510012+00:00,2025-05-14 00:00:00+00:00,fully_settled,555.0,4,3555.0,2025-06-02 19:13:05.014626+00:00,allocation_repayment
5014,64,2000.0,2025-05-08 14:11:33.227879+00:00,2025-05-14 00:00:00+00:00,fully_settled,370.0,4,2370.0,2025-06-02 19:14:57.445233+00:00,allocation_repayment
4989,75,3000.0,2025-05-07 10:30:45.967777+00:00,2025-05-14 00:00:00+00:00,fully_settled,555.0,4,3555.0,2025-06-02 19:15:28.116458+00:00,allocation_repayment
4984,79,4000.0,2025-05-07 09:45:43.654238+00:00,2025-05-14 00:00:00+00:00,fully_settled,740.0,4,4740.0,2025-06-02 19:15:49.967271+00:00,allocation_repayment
4969,62,3000.0,2025-05-06 23:23:38.653302+00:00,2025-05-14 00:00:00+00:00,fully_settled,555.0,4,3555.0,2025-06-02 19:16:37.754507+00:00,allocation_repayment
4963,49,500.0,2025-05-06 18:02:18.402594+00:00,2025-05-14 00:00:00+00:00,fully_settled,92.5,4,592.5,2025-06-02 19:17:09.453282+00:00,allocation_repayment
4933,69,5000.0,2025-05-06 08:22:37.938722+00:00,2025-05-14 00:00:00+00:00,fully_settled,925.0,4,5925.0,2025-06-02 19:17:31.197845+00:00,allocation_repayment
4931,69,7000.0,2025-05-06 08:18:17.236570+00:00,2025-05-14 00:00:00+00:00,fully_settled,1295.0,4,8295.0,2025-06-02 19:18:14.859549+00:00,allocation_repayment
4930,69,3000.0,2025-05-06 08:15:38.930387+00:00,2025-05-14 00:00:00+00:00,fully_settled,555.0,4,3555.0,2025-06-02 19:18:49.499067+00:00,allocation_repayment
4881,49,300.0,2025-05-05 18:23:29.241110+00:00,2025-05-14 00:00:00+00:00,fully_settled,55.5,4,355.5,2025-06-02 19:19:21.678955+00:00,allocation_repayment
4859,49,200.0,2025-05-05 15:35:48.486644+00:00,2025-05-14 00:00:00+00:00,fully_settled,37.0,4,237.0,2025-06-02 19:19:59.176490+00:00,allocation_repayment
4851,68,5000.0,2025-05-05 13:44:41.329721+00:00,2025-05-14 00:00:00+00:00,fully_settled,925.0,4,5925.0,2025-06-02 19:20:36.380014+00:00,allocation_repayment
4775,79,1000.0,2025-05-04 18:03:56.518380+00:00,2025-05-14 00:00:00+00:00,fully_settled,185.0,4,1185.0,2025-06-02 19:20:54.238445+00:00,allocation_repayment
4768,55,10000.0,2025-05-04 16:29:18.060397+00:00,2025-05-14 00:00:00+00:00,fully_settled,1850.0,4,11850.0,2025-06-02 19:21:29.032209+00:00,allocation_repayment
4762,49,500.0,2025-05-04 14:20:41.202612+00:00,2025-05-14 00:00:00+00:00,fully_settled,92.5,4,592.5,2025-06-02 19:21:56.524802+00:00,allocation_repayment
4754,65,4000.0,2025-05-04 13:05:00.037599+00:00,2025-05-14 00:00:00+00:00,fully_settled,740.0,4,4740.0,2025-06-02 19:22:21.139234+00:00,allocation_repayment
4733,67,5000.0,2025-05-04 10:38:02.591770+00:00,2025-05-14 00:00:00+00:00,fully_settled,925.0,4,5925.0,2025-06-02 19:22:41.604263+00:00,allocation_repayment
4708,74,7000.0,2025-05-04 09:08:10.700813+00:00,2025-05-14 00:00:00+00:00,fully_settled,1295.0,4,8295.0,2025-06-02 19:23:56.376393+00:00,allocation_repayment
4699,49,500.0,2025-05-04 08:25:24.723337+00:00,2025-05-14 00:00:00+00:00,fully_settled,92.5,4,592.5,2025-06-02 19:25:17.681450+00:00,allocation_repayment
4698,49,2000.0,2025-05-04 08:22:24.614043+00:00,2025-05-14 00:00:00+00:00,fully_settled,370.0,4,2370.0,2025-06-02 19:26:11.574065+00:00,allocation_repayment
4694,60,5000.0,2025-05-04 08:04:41.076663+00:00,2025-05-14 00:00:00+00:00,fully_settled,925.0,4,5925.0,2025-06-02 19:26:30.300538+00:00,allocation_repayment
4507,88,12000.0,2025-05-03 09:48:39.929178+00:00,2025-05-14 00:00:00+00:00,fully_settled,2220.0,4,14220.0,2025-06-02 19:26:50.544551+00:00,allocation_repayment
4225,63,12000.0,2025-04-22 12:58:16.902091+00:00,2025-05-14 00:00:00+00:00,fully_settled,2220.0,4,14220.0,2025-06-02 19:28:11.671330+00:00,allocation_repayment
4208,52,4000.0,2025-04-21 07:05:20.339019+00:00,2025-05-14 00:00:00+00:00,fully_settled,740.0,4,4740.0,2025-06-02 19:28:35.862507+00:00,allocation_repayment
4158,66,4000.0,2025-04-17 08:35:12.296253+00:00,2025-05-14 00:00:00+00:00,fully_settled,740.0,4,4740.0,2025-06-02 19:28:58.158334+00:00,allocation_repayment
4009,44,2000.0,2025-04-11 19:47:48.143978+00:00,2025-04-14 00:00:00+00:00,fully_settled,370.0,4,2370.0,2025-06-02 19:29:28.703145+00:00,allocation_repayment
3623,44,100.0,2025-04-04 12:00:51.305025+00:00,2025-04-14 00:00:00+00:00,fully_settled,18.5,4,118.5,2025-06-02 19:30:23.359477+00:00,allocation_repayment
5173,88,15000.0,2025-05-11 20:32:55.131744+00:00,2025-05-14 00:00:00+00:00,fully_settled,2775.0,4,17775.0,2025-06-03 07:52:43.572363+00:00,allocation_repayment
4284,169,2000.0,2025-04-27 16:17:56.810409+00:00,2025-04-28 00:00:00+00:00,fully_settled,370.0,4,2370.0,2025-06-03 12:59:08.213891+00:00,self_loan_repayment
4641,4,10.0,2025-05-03 19:29:47.719311+00:00,2025-05-28 00:00:00+00:00,fully_settled,1.25,1,2.0,2025-06-03 11:31:36.804321+00:00,self_loan_repayment
5007,283,400.0,2025-05-08 10:20:02.315115+00:00,2025-05-28 00:00:00+00:00,fully_settled,74.0,4,474.0,2025-06-03 11:42:36.551941+00:00,self_loan_repayment
4977,796,1000.0,2025-05-07 06:33:56.935022+00:00,2025-05-28 00:00:00+00:00,fully_settled,185.0,4,1185.0,2025-06-03 12:24:10.757662+00:00,self_loan_repayment
5215,860,250.0,2025-05-16 04:34:40.095452+00:00,2025-05-28 00:00:00+00:00,fully_settled,46.25,4,296.25,2025-06-03 12:32:48.073010+00:00,self_loan_repayment
3666,625,200.0,2025-04-04 17:38:17.448872+00:00,2025-04-28 00:00:00+00:00,fully_settled,37.0,4,237.0,2025-06-03 13:05:16.286981+00:00,self_loan_repayment
1583,482,1000.0,2025-03-18 12:13:04.537366+00:00,2025-03-28 00:00:00+00:00,overdue,185.0,4,300.0,2025-06-03 12:36:57.321223+00:00,self_loan_repayment
4350,4,120.0,2025-04-29 15:57:27.532329+00:00,2025-05-28 00:00:00+00:00,fully_settled,15.0,1,1.0,2025-06-03 13:08:20.628224+00:00,self_loan_repayment
